"","id","quote","rating","date","reviewnospace"
"405","rn449441251","Wings Air - You will be winging it !!",1,"Reviewed January 4, 2017
","I could not find a review section to leave comments for Wings it a service which is operated by Lion Air. Do yourself a HUGE favour and DO NOT fly this airline service.The cost of flight and availability of times may look enticing but don't let this fool you. This airline never flies on time you will then board..."
"406","rn449178186","No announcement at all!",2,"Reviewed January 4, 2017
","I know this airlines have problems, but I never encounter this many problems before. First, we want to move up our schedule to an earlier flight so we talked to Lion Air customer service. After making sure our flight, she then instructed us to pay the difference in check in counter. I thought that's reasonable, considering our flight is only..."
"407","rn449080538","Budget airline but lacks basic services",2,"Reviewed January 3, 2017
","This is a budget airline so expectations are not much. The basic expectations of a clean seat and trey table were not met which is horrible. The flight crew didn't even come out once to ask people about water etc. I don't why did they have 4 Air Hostesses in the plane when there is 0 inflight service."
"408","rn448623291","Flights along with reliable pilot",4,"Reviewed January 2, 2017
","Flying in order to vacation with my family, when it was a night flight from Bali to Surabaya. I do web check is approximately 6 hours before check-in time to ensure the departure.The weather is not good, even if it does not rain but the clouds are very thick. There seemed to be difficult to penetrate the thick clouds,..."
"409","rn448313373","Horror Airline",1,"Reviewed January 1, 2017
","Because if this f+++ S++t Airline we have missed our connecting flight from Denpasar to Germany. They are bunch of unable idiots staying at the airport and do not even give it a s++t that you have an expensive flight. The guy who shine to be responsivle was even worse than the other and tried to say me it was..."
"410","rn447407679","Dirt cheap with good quality",4,"Reviewed December 29, 2016
","Lion air is a low cost airlines. However you get a free check in bagage and good leg space. No food or drinks are being offered but the price is outstanding low. No entertainment screens though. Service is good."
"411","rn447063671","Budget Airlines from Indonesia",3,"Reviewed December 27, 2016
","No free food and beverages served as it's budget carrier. I have requested to Emergency Exit and they have assign me the seat without any additional cost."
"412","rn446062316","Check carefully who's operating your flight...",1,"Reviewed December 22, 2016
","...because in terms of luggage allowance there are huge differences between Lion Air and the sister company Wings Air. They only accept as little as 10 kgs and it goes without saying that they only accept cash if you have to pay excess luggage. If you don't have enough cash the only way to get out of this situation is..."
"413","rn446038401","Kinda Frustrating",3,"Reviewed December 22, 2016
","So it was a pretty bad situation already in Adisutjipto airport when I arrived (the room aircon didn't work too well for the large room) when I saw the long lines for Lion. I waited for half an hour and I was disappointed to not see the Lion Air officers work faster or at least opened another counter."
"414","rn445567998","Happy that I didn't crash",2,"Reviewed December 20, 2016
","We booked a flight from Bengkulu to Batam. There was only one flight per day. Our flight was supposed to be on 11.25 am. The airlines had the audacity to change the flight to 6.30am. Luckily the ticketing staff were helpful and willing to help us to get to our final destination via Jarkarta.Then part 2. Our next flight..."
"415","rn445137030","Smooth Travel",3,"Reviewed December 18, 2016
","My wife and I flew Wings Air, owned by the Lion Air Group, as one leg of a holiday we took in eastern Indonesia. The aircraft was as AFR 72-600, part of the group's recent aircraft upgrade, and the flight was smooth and uneventful. For this one and a half hour flight, only one class of service was provided.The..."
"416","rn443442295",".. and this flight was fine, although check-in was hassly !",3,"Reviewed December 10, 2016
","... and after my last terible review, this flight was fine. I didnt like the check-in at Jakarta, as they have a big LCD sign with ""All Flights"" lit up in neon, and being a long weekend, the queues were really long ... and then when you get to the front, they have a tiny little printed paper sign listing..."
"417","rn443406659","Second Positive Lion Air Flight",4,"Reviewed December 10, 2016
","My 1st Lion Air flight was to Bandar Aceh from Jakarta 2 years ago. This is my second from SIN-CGK. For both occasions, I did not experience any negatives. Surprisingly the flight was punctual. This is not to say other reviewers were wrong; sometimes budget flights are a matter of hit-and-miss. With budget fares and cost controls, every services and..."
"418","rn442976840","VERY LATE, NO INFO !",1,"Reviewed December 8, 2016
","LIon Air used to have a terrible reputation for lateness and other bad practices, but over the past year they had been wonderful - until this flight. Booked a cheap 1 way from Bali to Jakata 6th Dec - JT-23, 1455.A couple of hours before, I received an sms saying I had been moved back to the JT-37 at..."
"419","rn442265370","DONT FLY WITH LION AIR !!!",1,"Reviewed December 5, 2016
","I fly weekly on business all over Asia and this has to be the worst airline in Asia. The flight was delayed 5 hours meaning we missed our connecting flight to Sumbawa. Then as compensation they try to stick you in a hotel room with a complete stranger to save costs. Finally flew out the next morning only to arrive..."
"420","rn441478571","Nauseating experience",1,"Reviewed December 1, 2016
","I purchase Lion Air ticket online and this is first time flying with Lion air.Upon check-in at the counter, we were inform that the name on the ticket must follow the name in the passport. The name written in the ticket is first name and last name and missing the word bin is not acceptable . They did not..."
"421","rn441399097","Cheap flight",3,"Reviewed December 1, 2016
","We found a cheap flight online to Bali. Lion air has a terrible reputation with delays. No problem with boarding. Our flight left on time. Full flight. Nice crew. Not very comfortable but what do you expect."
